Num|isSpam|Filename|Subject|Message
116|0|3507.2001-02-01.farmer.ham.txt|Subject: eastrans nomination change effective 2 / 2 / 01|please increase deliveries to eastrans to 50 , 000 mmbtu / dy for 2 / 2 / 01 . the redeliveries will be 7300 mmbtu / dy from fuels cotton valley 42700 mmbtu / dy to pg & e .
117|0|3106.2000-12-14.farmer.ham.txt|Subject: enron / hpl actuals for december 13 , 2000|teco tap 37 . 500 / hpl gas daily ls hpl lsk ic 30 . 000 / enron
118|0|2383.2000-09-28.farmer.ham.txt|Subject: re : big cowboy for august|mary : is the issue below confirmed volumes versus actual flow ? the large variance between confirmed and actuals began in june 2000 where 30 mmbtu was scheduled for dix ranch and zero for the big cowboy and big cowboy # 2 wells . it appears that the volumes for these wells were scheduled at despain where 985 , 350 mmbtu was confirmed . this well has never flowed this much volume , and in june 2000 it flowed approximately 320 , 000 mmbtu . do we actually have support ( i . e we talked with someone or have a nom sheet ) for the 985 , 350 mmbtu that was entered into mops as confirmed ? this trend of " nothing " being confirmed at these three wells continued until july 2000 . in august 2000 this scenario changed and 612 , 388 was confirmed at dix ranch and nothing was scheduled at the big cowboy and big cowboy # 2 wells . from reading your memo below it also appears that more volume is flowing at these wells that we expected . if the issue is an actual increase in the volumes flowing at these wells , i would suggest that you call our gas measurement department and ask them to audit coral ' s charts . coral may be is calculating the volumes incorrectly . this could also be an allocations issue . the allocation as it is in the system today closely agrees with the allocation statement that i receive monthly from karen lambert at tejas . the only differences between the tejas schedule and what is in mops are the acock production and gain or loss which are not scheduled and therefore not allocated . i know that you are working on the acock production and tom acton and i are working on the gain / loss . tom will tell me how to path the gas so that i can set up accounting arrangements for april 1999 forward . scheduling will have analyze and possibly rework january through march 1999 because these months were originally set up in pops . i want to help , so if i have missed the issue ( s ) would you please clarify it or them for me and let me know if i need to do anything for you . thanks , fred tom acton @ enron 09 / 28 / 2000 08 : 10 am to : fred boas / hou / ect @ ect cc : subject : big cowboy for august - - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 09 / 28 / 2000 08 : 09 am - - - - - - - - - - - - - - - - - - - - - - - - - - - mary poorman 09 / 27 / 2000 03 : 56 pm to : daren j farmer / hou / ect @ ect , tom acton / corp / enron @ enron cc : clem cernosek / hou / ect @ ect , howard b camp / hou / ect @ ect subject : big cowboy for august daren & tom , beginning with august production , i noticed that big cowboy , into king ranch appeared to be flowing approximately 9 m over the nomination / day . per a conversation i had with fred boas today , i discovered that two wells with zero noms flowed a considerable volume . they are as follows : rocher big cowboy ( 27002 ) - 42 , 000 approx . big cowboy # 2 ( 27003 - 84 , 000 approx . total flow : 126 , 000 mm ' s , more or less i think that this may be part of the production increase which we are trying to account for , in addition to the acock production at the briscoe well which came on in august . please let me know what you think . i would like to make sure that we are capturing our purchases correctly for both accounting and our economics . thank you , mary
119|0|0994.2000-04-25.farmer.ham.txt|Subject: organizational changes|- - - - - - - - - - - - - - - - - - - - - - forwarded by yvette g connevey / corp / enron on 04 / 25 / 2000 02 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - brent a price @ ect 04 / 25 / 2000 02 : 05 pm to : sally beck / hou / ect @ ect , kristin albrecht / hou / ect @ ect , sheila glover / hou / ect @ ect , d todd hall / hou / ect @ ect , peggy hedstrom / cal / ect @ ect , brenda f herod / hou / ect @ ect , michael e moscoso / hou / ect @ ect , eugenio perez / hou / ect @ ect , scott pleus / hou / ect @ ect , leslie reeves / hou / ect @ ect , stephen p schwarz / hou / ect @ ect , james scribner / corp / enron @ enron , mary solmonson / hou / ect @ ect , sheri thomas / hou / ect @ ect , scott mills / hou / ect @ ect , norma villarreal / hou / ect @ ect , kim melodick / hou / ect @ ect , georgeanne hodges / hou / ect @ ect cc : patti thompson / hou / ect @ ect , lisa shoemake / hou / ect @ ect , kelly templeton / corp / enron @ enron , lynn tippery / hou / ect @ ect , yvette g connevey / corp / enron @ enron , maria sandoval / hou / ect @ ect , inga latson / corp / enron @ enron , irena d hogan / hou / ect @ ect , kimberly perkins / hou / ect @ ect , marvia jefferson / hou / ect @ ect , cecilia olvera / hou / ect @ ect , jennifer jordan / corp / enron @ enron subject : organizational changes please forward this e - mail to your teams regarding recent organizational changes within gas operations .
120|0|4185.2001-04-04.farmer.ham.txt|Subject: hpl nom for april 5 , 2001|( see attached file : hplno 405 . xls ) - hplno 405 . xls
121|0|1383.2000-06-17.farmer.ham.txt|Subject: resume - alex argueta|the following is the resume of alex argueta . he is currently a revenue accountant at eog resources . he is open to other accounting opportunities , as he does not want to be restricted to revenue accounting . his salary is $ 42 k .
122|0|3399.2001-01-23.farmer.ham.txt|Subject: announcements for neon|hey guys and girls , there are three things you need to announce tomorrow night at neon . ? ? ? ? 1 ) ? ? ? get a count of the kids in your group who need to go to the retreat late . ? there is a van leaving later friday night , due to a several kids who are participating in a northland basketball game . ? there is only one van , and priority will be for the kids playing and girls cheering . ? get a count of those who need to go late ( it might even be good to get their names ) . ? you can email this information to beckyp @ bammel . org ? ? ? 2 ) ? ? ? ? the toilet bowl will be at the ncs field at 2 : 00 , unless the field is wet , and then it will be moved to the strack middle school field . ? ? ? 3 ) ? ? ? there will be a superbowl party at scott simpson ' s home starting at 5 : 30 . ? girls bring sweets , guys bring chips and dips . ? it looks like a busy weekend for the kids ! ? have a great neon . ? bobby ?
123|0|1496.2000-06-27.farmer.ham.txt|Subject: conoco , inc . - missing deal for may 00 production - important ,|please read daren , i left you a message regarding this matter 2 days ago . was wondering if you had time to look into this . conoco is saying that we are missing one day of sale to them : 5 / 5 10 , 000 mmbtu at 2 . 95 , deal # 256686 . i am not seeing this in sitara . could you please confirm ? customer has already called twice asking us to invoice them for this . thanks for your help on this . joanie x 36574
124|0|4561.2001-05-17.farmer.ham.txt|Subject: re : wellhead adjustments - may , 2001|adjustments have been made to volumes in the avg column on the attached spreadsheet effective 5 / 17 / 01 . bob from : daren j farmer / enron @ enronxgate on 05 / 17 / 2001 11 : 00 am to : robert cotten / hou / ect @ ect cc : george f smith / enron @ enronxgate subject : re : wellhead adjustments - may , 2001 bob , in looking at the trends over the meters , i made a few adjustments ( highlighted in blue ) . please use these changes and enter the deal changes in sitara . let me know if you have any questions . d - - - - - original message - - - - - from : cotten , robert sent : thursday , may 17 , 2001 10 : 38 am to : daren j farmer / hou / ect @ enron subject : wellhead adjustments - may , 2001 importance : high daren , please see the attached file . bob >
125|0|1324.2000-06-12.farmer.ham.txt|Subject: game / uniforms|what ' s up team ? our game this week is as 6 : 00 . let me know who is going to be there . i would assume everyone will just leave and come back to run you books . the jersey ' s will be done and i will have them for you . they cost $ 25 . 00 , so try and bring the cash wed . our shirts are black with red numbers , everyone please try and wear black shorts so if we play like shit we ' ll at least look good . bryan
126|0|1677.2000-07-18.farmer.ham.txt|Subject: enron / hpl actuals for july 17 , 2000|ami , , , , i agree with you through the 17 th . thanks ! ! - - - - - - - - - - - - - - - - - - - - - - forwarded by tim powell / lsp / enserch / us on 07 / 18 / 2000 12 : 57 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - ami . chokshi @ enron . com on 07 / 18 / 2000 11 : 09 : 40 am to : tim powell / lsp / enserch / us @ tu cc : subject : enron / hpl actuals for july 17 , 2000 through the 17 th , the actual volumes total : hplr 1 , 320 , 000 enron 660 , 000 no gas daily please advise . ami - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 07 / 18 / 2000 11 : 07 am - - - - - - - - - - - - - - - - - - - - - - - - - - - " melissa jones " on 07 / 18 / 2000 10 : 13 : 29 am to : " charlie stone " , " gary green " , timpowell @ txu . com , daren . j . farmer @ enron . com , gary . a . hanks @ enron . com , carlos . j . rodriguez @ enron . com , earl . tisdale @ enron . com , ami . chokshi @ enron . com cc : subject : enron / hpl actuals for july 17 , 2000 teco tap 10 . 000 / enron ; 80 . 000 / hpl iferc ls hpl lsk ic 30 . 000 / enron
127|0|3119.2000-12-18.farmer.ham.txt|Subject: hpl meter # 986290 indian hills plant - tejas|daren : on 9 / 15 / 99 , the above meter recorded flow of 2 , 476 mmbtus . there was deal # 113050 at the meter for 9 / 14 / 99 , but it expired on 9 / 14 / 99 . logistics needs either ( 1 ) deal # 113050 extended to cover 9 / 15 / 99 ; ( 2 ) a new deal to record these volumes ; or ( 3 ) logistics needs approval to writeoff these volumes to unaccounted for gas . ( please print , sign , and return original to clem cernosek ) . deal / deal ticket # / customer ( seller / buyer ) or approval to writeoff the volumes to unaccounted for gas loss thanks , clem
128|0|2863.2000-11-16.farmer.ham.txt|Subject: re : meter 6315 , purch from torch / rally , october|yes it is a gtc spot . but the deal is a day firm . julie daren j farmer 11 / 15 / 2000 03 : 12 pm to : julie meyers / hou / ect @ ect cc : subject : meter 6315 , purch from torch / rally , october jm , is the contract on 461059 good for nov ? d - - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 11 / 15 / 2000 03 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - mary poorman @ enron 11 / 15 / 2000 02 : 55 pm to : daren j farmer / hou / ect @ ect cc : subject : meter 6315 , purch from torch / rally , october daren , i show that you extended the purchase , deal ticket 461059 , to cover flow on the first two days . however , now that measurement has closed , i show that we have flow on this meter for the entire month , with the exception of a few days in the middle . please let me know if we want to extend this deal ( 85 % of hsc - lg , etc ) or if i should put this gas on strangers until we determine what to do . i am now on the dreaded ua 4 list from vol . mgmt . mary
